basin_key,reference_source_key,test_source_key,MLE,RMSE
0,0,1,0.997205,11.4844
0,0,2,1,0
0,0,3,1,0
0,0,4,0.542619,144.603
0,0,5,0.0112762,114.413
0,0,6,0.0369591,107.787
0,0,7,0.903967,51.3868
1,8,9,0.99974,3.42133
1,8,10,0.997518,8.95078
1,8,11,0.99842,3.64609
1,8,12,0.999865,3.93074
1,8,13,0.999013,9.0472
1,8,14,0.983145,15.5416
1,8,15,0.942296,32.3732
2,16,17,0.999917,1.98601
2,16,18,0.996789,6.7055
2,16,19,0.998898,4.52467
2,16,20,0.993111,16.6757
2,16,21,0.968518,19.9304
2,16,22,0.931581,26.5154
2,16,23,0.813015,20.3435
2,16,24,0.946399,14.9112
2,16,25,0.998021,22.1595
2,16,26,0.987512,30.1092
2,16,27,0.999701,7.13996
2,16,28,0.965517,17.386
2,16,29,0.992672,10.5187
2,16,30,0.992968,7.01213
2,16,31,0.994081,16.4768
3,32,33,0.168688,65.3864
3,32,34,0.693084,33.9243
3,32,35,0.476061,112.417
3,32,36,0.906848,23.8039
3,32,37,0.937917,49.4295
3,32,38,0.999702,3.75465
3,32,39,0.999962,1.27039
3,32,40,0.79029,68.1285
3,32,41,0.692053,74.8792
3,32,42,0.270479,111.037
3,32,43,0.793776,181.297
4,44,45,0.9941,15.1759
4,44,46,0.690745,62.0864
4,44,47,0.494477,42.0984
4,44,48,1,0
4,44,49,1,0
4,44,50,0.993412,17.3097
4,44,51,0.0134987,141.996
4,44,52,0.215787,177.734
4,44,53,0.987425,11.1482
4,44,54,0.298336,114.656
4,44,55,0.429345,110.671
4,44,56,0.983115,20.7837
4,44,57,0.711187,34.2984
4,44,58,0.9881,20.9553
5,59,60,0.988995,9.25121
5,59,61,0.915033,21.2471
5,59,62,0.932571,28.9833
5,59,63,0.958905,40.4406
5,59,64,0.929476,15.1004
5,59,65,0.951512,20.2347
5,59,66,0.996312,8.15359
5,59,67,0.999537,4.78039
5,59,68,0.98149,20.633
5,59,69,0.881907,36.6568
5,59,70,0.995806,12.2806
5,59,71,0.823347,26.5859
5,59,72,0.927194,37.1434
5,59,73,0.982463,40.9657
6,74,75,0.986166,22.7697
6,74,76,0.823308,47.5122
6,74,77,0.977095,24.2739
6,74,78,0.873011,29.9999
6,74,79,0.980963,19.1798
6,74,80,0.998632,8.97147
6,74,81,0.790893,41.2008
6,74,82,0.0809857,96.6548
6,74,83,0.996641,7.50148
6,74,84,0.999589,4.83957
6,74,85,0.894762,32.9781
6,74,86,0.707031,110.107
6,74,87,0.990296,38.6557
7,88,89,0.948311,15.0569
7,88,90,0.996905,8.63209
7,88,91,0.994396,6.78827
7,88,92,0.997648,19.5933
7,88,93,0.953785,23.7582
7,88,94,0.999975,2.12332
7,88,95,0.995396,18.3391
7,88,96,0.999714,6.7398
7,88,97,0.999789,6.53073
7,88,98,0.966171,33.2392
7,88,99,0.895809,28.2028
7,88,100,0.977142,61.6504
8,101,102,1,0
8,101,103,0.136632,106.954
8,101,104,0.996859,5.16013
8,101,105,0.869913,28.4802
8,101,106,0.997439,13.2066
8,101,107,0.791358,36.0634
8,101,108,0.527894,81.4222
8,101,109,0.876593,60.6798
8,101,110,0.927729,41.9164
8,101,111,0.870399,61.1109
8,101,112,0.973077,35.8042
8,101,113,0.922752,15.8776
8,101,114,0.941942,26.9465
8,101,115,0.998702,6.81154
8,101,116,0.995069,9.81472
8,101,117,0.990109,14.0627
9,118,119,0.915217,28.6294
9,118,120,0.743888,19.2128
9,118,121,0.87815,30.0036
9,118,122,0.982081,15.8886
9,118,123,0.986637,45.2304
9,118,124,0.982523,24.4084
9,118,125,0.978144,17.1853
9,118,126,0.973455,21.6966
9,118,127,0.982764,21.4083
9,118,128,0.724627,38.0424
9,118,129,0.938704,26.6458
9,118,130,0.994211,15.9231
9,118,131,0.813069,28.6689
9,118,132,0.999458,6.73983
9,118,133,0.997199,10.5031
9,118,134,0.977438,15.1214
9,118,135,0.953513,26.3406
10,136,137,0.978844,10.5908
10,136,138,0.972099,15.5611
10,136,139,0.852402,21.4135
10,136,140,0.992556,9.11434
10,136,141,0.99242,8.552
10,136,142,0.999093,6.07852
10,136,143,0.999726,4.33179
10,136,144,0.923976,39.1765
10,136,145,0.894493,37.9143
10,136,146,0.964388,46.4729
10,136,147,0.975924,32.4882
11,148,149,0.989057,8.91516
11,148,150,0.999682,4.21205
11,148,151,0.998753,5.7501
11,148,152,0.996542,7.05134
11,148,153,0.995993,9.08185
11,148,154,0.824699,30.701
11,148,155,0.998706,12.2396
11,148,156,0.647115,38.7295
11,148,157,0.992602,9.63724
11,148,158,0.555972,65.6999
11,148,159,0.953454,19.8119
11,148,160,0.828454,72.541
11,148,161,0.908175,84.324
11,148,162,0.978844,28.0658
11,148,163,0.881386,59.6768
11,148,164,0.762206,48.5264
11,148,165,0.894299,67.3722
11,148,166,0.727729,82.8345
11,148,167,0.919979,55.2363
11,148,168,0.678374,54.069
11,148,169,0.852275,72.046
12,170,171,0.999236,5.40378
12,170,172,0.586007,45.0379
12,170,173,0.852552,65.7498
12,170,174,0.887664,38.1498
12,170,175,0.999608,3.06047
12,170,176,0.967906,30.38
12,170,177,0.909186,60.7177
12,170,178,0.852956,46.2882
12,170,179,0.931165,38.0874
12,170,180,0.634664,66.1272
12,170,181,0.982059,54.7509
12,170,182,0.992077,25.2305
12,170,183,0.880294,54.816
12,170,184,0.983418,36.2108
12,170,185,0.999961,1.34902
12,170,186,0.967724,45.278
